"subject";"product";"rep";"Energizing";"Familiarity";"Liking";"Relaxing";"Wanting"
"555";"S018";"I31a";"1";1;2;3;1;2
"556";"S018";"I31b";"1";2;3;3;1;3
"557";"S018";"I32a";"1";3;4;4;3;5
"558";"S018";"I32b";"1";3;3;3;3;4
"559";"S018";"I3N";"1";3;4;5;3.5;5
"560";"S018";"I41a";"1";1;1;1;1;1
"561";"S018";"I41b";"1";1;1;1;1;1
"562";"S018";"I42a";"1";2;2;3;2;2
"563";"S018";"I42b";"1";2;2;3;1;2
"564";"S018";"I4N";"1";2;3;2.5;1;2
"565";"S018";"O1";"1";3;4;4;2;4
"566";"S018";"O10";"1";2;4;5;4;4
"567";"S018";"O11";"1";2;3;2;2;1
"568";"S018";"O12";"1";1;1;1;2;1
"569";"S018";"O2";"1";2;4;5;3;4
"570";"S018";"O3";"1";1;2;2;2;1
"571";"S018";"O4";"1";1;1;1;1;1
"572";"S018";"O5";"1";1;3;3;3;1
"573";"S018";"O6";"1";1;2;3;1;1
"574";"S018";"O7";"1";3;4;5;5;2
"575";"S018";"O8";"1";2;2;4;3;2
"576";"S018";"O9";"1";2;1;1;1;1
"577";"S019";"I11a";"1";1;5;2;1;1
"578";"S019";"I11b";"1";2;1;2;2;2
"579";"S019";"I12a";"1";1;5;4;1;1
"580";"S019";"I12b";"1";3;5;4;4;3
"581";"S019";"I1N";"1";2;5;2;2;2
"582";"S019";"I21a";"1";1;4;4;2;1
"583";"S019";"I21b";"1";2;4;4;2;2
"584";"S019";"I22a";"1";1;4;4;2;1
"585";"S019";"I22b";"1";3;4;5;4;5
"586";"S019";"I2N";"1";1.5;4;4;1.5;1
"587";"S019";"I31a";"1";1;5;5;5;1
"588";"S019";"I31b";"1";3;4;3;3;1
"589";"S019";"I32a";"1";3;3;4;3;2
"590";"S019";"I32b";"1";3;3;3;3;2
"591";"S019";"I3N";"1";3;4.5;4;3.5;3.5
"592";"S019";"I41a";"1";2;4;4;3;1
"593";"S019";"I41b";"1";2;4;2;2;1
"594";"S019";"I42a";"1";2;4;4;2;1
"595";"S019";"I42b";"1";3;4;5;3;2
"596";"S019";"I4N";"1";2;5;4;3;1
"597";"S019";"O1";"1";2;4;4;3;4
"598";"S019";"O10";"1";5;5;5;5;5
"599";"S019";"O11";"1";3;5;4;4;5
"600";"S019";"O12";"1";4;5;5;4;4
"601";"S019";"O2";"1";2;5;5;5;3
"602";"S019";"O3";"1";3;5;5;5;4
"603";"S019";"O4";"1";3;5;5;5;5
"604";"S019";"O5";"1";2;4;3;2;2
"605";"S019";"O6";"1";4;5;4;4;5
"606";"S019";"O7";"1";5;5;5;5;5
"607";"S019";"O8";"1";3;5;4;4;1
"608";"S019";"O9";"1";2;4;3;2;2
"609";"S020";"I11a";"1";1;3;1;1;1
"610";"S020";"I11b";"1";3;1;3;3;2
"611";"S020";"I12a";"1";5;5;5;5;5
"612";"S020";"I12b";"1";3;5;5;4;4
"613";"S020";"I1N";"1";2.5;5;4;5;5
"614";"S020";"I21a";"1";1;3;3;1;1
"615";"S020";"I21b";"1";3;4;5;5;5
"616";"S020";"I22a";"1";4;5;5;5;5
"617";"S020";"I22b";"1";5;5;4;3;5
"618";"S020";"I2N";"1";3;4.5;4.5;5;4.5
"619";"S020";"I31a";"1";2;2;2;1;1
"620";"S020";"I31b";"1";3;4;3;1;3
"621";"S020";"I32a";"1";5;5;5;5;5
"622";"S020";"I32b";"1";5;5;5;5;5
"623";"S020";"I3N";"1";5;5;5;5;5
"624";"S020";"I41a";"1";2;3;1;1;1
"625";"S020";"I41b";"1";3;4;2;1;1
"626";"S020";"I42a";"1";5;5;4;5;3
"627";"S020";"I42b";"1";5;4;5;5;5
"628";"S020";"I4N";"1";5;5;5;5;5
"629";"S020";"O1";"1";4;3;3;2;2
"630";"S020";"O10";"1";5;5;5;5;5
"631";"S020";"O11";"1";5;5;5;5;5
"632";"S020";"O12";"1";3;3;3;2;3
"633";"S020";"O2";"1";1;4;3;3;2
"634";"S020";"O3";"1";3;5;5;5;5
"635";"S020";"O4";"1";3;2;1;1;1
"636";"S020";"O5";"1";5;5;5;3;5
"637";"S020";"O6";"1";3;4;5;4;4
"638";"S020";"O7";"1";5;5;5;3;5
"639";"S020";"O8";"1";5;5;5;5;5
"640";"S020";"O9";"1";3;2;2;2;3
"641";"S021";"I11a";"1";1;1;1;1;1
"642";"S021";"I11b";"1";1;1;1;1;1
"643";"S021";"I12a";"1";1;1;2;1;1
"644";"S021";"I12b";"1";3;1;3;2;2
"645";"S021";"I1N";"1";2.5;2.5;2;2.5;2.5
"646";"S021";"I21a";"1";4;3;4;4;3
"647";"S021";"I21b";"1";2;3;4;5;3
"648";"S021";"I22a";"1";1;1;1;1;1
"649";"S021";"I22b";"1";1;1;1;1;1
"650";"S021";"I2N";"1";1.5;2.5;2.5;2;1
"651";"S021";"I31a";"1";2;4;4;2;4
"652";"S021";"I31b";"1";1;5;2;1;2
"653";"S021";"I32a";"1";4;4;5;4;5
"654";"S021";"I32b";"1";4;4;5;4;5
"655";"S021";"I3N";"1";2;4;5;2.5;4
"656";"S021";"I41a";"1";1;2;1;1;1
"657";"S021";"I41b";"1";1;1;2;1;1
"658";"S021";"I42a";"1";3;5;4;2;3
"659";"S021";"I42b";"1";4;2;4;4;3
"660";"S021";"I4N";"1";2.5;2.5;3;2;2.5
"661";"S021";"O1";"1";3;4;5;2;3
"662";"S021";"O10";"1";4;4;4;4;5
"663";"S021";"O11";"1";1;4;4;3;1
"664";"S021";"O12";"1";3;4;3;2;3
"665";"S021";"O2";"1";4;4;5;2;3
"666";"S021";"O3";"1";5;3;5;4;3
"667";"S021";"O4";"1";3;4;5;4;4
"668";"S021";"O5";"1";1;2;3;1;2
"669";"S021";"O6";"1";2;4;4;2;2
"670";"S021";"O7";"1";4;3;4;2;4
"671";"S021";"O8";"1";5;5;5;5;3
"672";"S021";"O9";"1";1;2;1;1;1
"673";"S022";"I11a";"1";1;1;1;1;1
"674";"S022";"I11b";"1";1;2;3;1;3
"675";"S022";"I12a";"1";5;5;5;5;5
"676";"S022";"I12b";"1";1;2;2;1;1
"677";"S022";"I1N";"1";3;4;4;2.5;3
"678";"S022";"I21a";"1";2;1;3;1;3
"679";"S022";"I21b";"1";1;2;2;1;3
"680";"S022";"I22a";"1";3;3;3;4;4
"681";"S022";"I22b";"1";3;3;3;4;4
"682";"S022";"I2N";"1";1;1;2.5;1;1.5
"683";"S022";"I31a";"1";1;2;2;1;2
"684";"S022";"I31b";"1";1;2;3;1;1
"685";"S022";"I32a";"1";5;3;5;5;5
"686";"S022";"I32b";"1";3;3;4;3;4
"687";"S022";"I3N";"1";4.5;5;5;5;5
"688";"S022";"I41a";"1";1;1;1;1;1
"689";"S022";"I41b";"1";1;3;1;1;1
"690";"S022";"I42a";"1";5;5;5;5;5
"691";"S022";"I42b";"1";2;4;4;2;3
"692";"S022";"I4N";"1";2.5;5;3;2;3
"693";"S022";"O1";"1";5;5;5;4;5
"694";"S022";"O10";"1";4;3;4;3;3
"695";"S022";"O11";"1";3;3;3;3;3
"696";"S022";"O12";"1";3;3;3;3;2
"697";"S022";"O2";"1";1;5;1;1;1
"698";"S022";"O3";"1";4;5;4;5;4
"699";"S022";"O4";"1";1;1;1;1;1
"700";"S022";"O5";"1";5;5;5;5;5
"701";"S022";"O6";"1";5;5;5;4;5
"702";"S022";"O7";"1";5;5;5;3;5
"703";"S022";"O8";"1";4;5;3;3;3
"704";"S022";"O9";"1";1;1;1;1;1
"705";"S023";"I11a";"1";1;1;1;1;1
"706";"S023";"I11b";"1";1;3;3;2;1
"707";"S023";"I12a";"1";3;4;4;4;5
"708";"S023";"I12b";"1";3;1;3;3;2
"709";"S023";"I1N";"1";2;5;3;2.5;2.5
"710";"S023";"I21a";"1";1;4;2;3;1
"711";"S023";"I21b";"1";1;3;5;4;5
"712";"S023";"I22a";"1";1;4;5;4;4
"713";"S023";"I22b";"1";3;3;5;5;5
"714";"S023";"I2N";"1";1;5;4;4;3
"715";"S023";"I31a";"1";3;2;3;3;3
"716";"S023";"I31b";"1";1;2;1;1;1
"717";"S023";"I32a";"1";3;2;3;3;4
"718";"S023";"I32b";"1";3;3;3;3;4
"719";"S023";"I3N";"1";2.5;4.5;4.5;4.5;4
"720";"S023";"I41a";"1";3;4;3;3;2
"721";"S023";"I41b";"1";1;2;2;2;1
"722";"S023";"I42a";"1";3;5;4;3;3
"723";"S023";"I42b";"1";3;4;4;4;5
"724";"S023";"I4N";"1";3;5;3.5;3;3.5
"725";"S023";"O1";"1";2;4;4;2;4
"726";"S023";"O10";"1";4;5;5;4;5
"727";"S023";"O11";"1";4;4;5;3;4
"728";"S023";"O12";"1";3;3;4;5;4
"729";"S023";"O2";"1";4;5;4;3;5
"730";"S023";"O3";"1";5;5;5;5;5
"731";"S023";"O4";"1";3;3;2;2;3
"732";"S023";"O5";"1";5;5;5;3;5
"733";"S023";"O6";"1";4;5;5;3;4
"734";"S023";"O7";"1";4;5;5;3;5
"735";"S023";"O8";"1";1;4;4;4;5
"736";"S023";"O9";"1";1;2;1;1;1
"737";"S024";"I11a";"1";2;2;1;1;1
"738";"S024";"I11b";"1";2;1;4;2;2
"739";"S024";"I12a";"1";4;5;5;5;5
"740";"S024";"I12b";"1";3;2;3;2;3
"741";"S024";"I1N";"1";4;4.5;4.5;5;5
"742";"S024";"I21a";"1";2;4;3;3;3
"743";"S024";"I21b";"1";2;4;4;4;2
"744";"S024";"I22a";"1";3;4;4;3;3
"745";"S024";"I22b";"1";3;3;4;4;3
"746";"S024";"I2N";"1";2;3.5;3;3.5;2
"747";"S024";"I31a";"1";2;2;1;1;1
"748";"S024";"I31b";"1";2;3;3;2;1
"749";"S024";"I32a";"1";4;5;5;5;5
"750";"S024";"I32b";"1";4;5;5;5;5
"751";"S024";"I3N";"1";3;5;5;5;5
"752";"S024";"I41a";"1";2;2;1;1;1
"753";"S024";"I41b";"1";2;3;2;1;2
"754";"S024";"I42a";"1";5;4;4;5;5
"755";"S024";"I42b";"1";5;4;5;5;4
"756";"S024";"I4N";"1";4;4.5;4;3.5;4
"757";"S024";"O1";"1";4;3;2;1;2
"758";"S024";"O10";"1";3;4;4;5;4
"759";"S024";"O11";"1";3;4;4;2;4
"760";"S024";"O12";"1";4;5;5;4;4
"761";"S024";"O2";"1";4;5;5;5;5
"762";"S024";"O3";"1";4;4;5;4;5
"763";"S024";"O4";"1";4;2;2;1;2
"764";"S024";"O5";"1";4;4;3;2;3
"765";"S024";"O6";"1";3;4;2;2;2
"766";"S024";"O7";"1";4;5;5;4;4
"767";"S024";"O8";"1";3;4;3;2;3
"768";"S024";"O9";"1";4;2;2;3;1
"769";"S025";"I11a";"1";1;1;1;1;1
"770";"S025";"I11b";"1";1;1;1;1;1
"771";"S025";"I12a";"1";3;5;5;5;5
"772";"S025";"I12b";"1";1;2;1;1;1
"773";"S025";"I1N";"1";1.5;4;1.5;1.5;1.5
"774";"S025";"I21a";"1";3;3;3;3;3
"775";"S025";"I21b";"1";3;3;4;3;3
"776";"S025";"I22a";"1";3;4;4;3;3
"777";"S025";"I22b";"1";4;4;5;4;5
"778";"S025";"I2N";"1";2.5;4;3.5;2.5;3.5
"779";"S025";"I31a";"1";1;2;1;1;1
"780";"S025";"I31b";"1";1;2;1;1;1
"781";"S025";"I32a";"1";2;5;5;5;5
"782";"S025";"I32b";"1";3;4;5;5;5
"783";"S025";"I3N";"1";3;5;5;5;5
"784";"S025";"I41a";"1";1;2;1;1;1
"785";"S025";"I41b";"1";1;1;1;1;1
"786";"S025";"I42a";"1";2;5;5;5;5
"787";"S025";"I42b";"1";2;5;5;5;5
"788";"S025";"I4N";"1";2;5;5;5;5
"789";"S025";"O1";"1";2;4;4;2;2
"790";"S025";"O10";"1";2;4;2;2;2
"791";"S025";"O11";"1";3;4;3;2;2
"792";"S025";"O12";"1";3;5;5;5;5
"793";"S025";"O2";"1";4;5;4;4;4
"794";"S025";"O3";"1";3;5;5;4;4
"795";"S025";"O4";"1";1;4;1;1;2
"796";"S025";"O5";"1";3;3;3;3;3
"797";"S025";"O6";"1";1;5;1;1;1
"798";"S025";"O7";"1";3;4;4;2;2
"799";"S025";"O8";"1";3;4;4;2;1
"800";"S025";"O9";"1";2;5;2;2;2
"801";"S026";"I11a";"1";1;3;1;1;1
"802";"S026";"I11b";"1";1;2;1;1;1
"803";"S026";"I12a";"1";4;4;4;5;5
"804";"S026";"I12b";"1";1;4;2;1;1
"805";"S026";"I1N";"1";2.5;3.5;3.5;3;4.5
"806";"S026";"I21a";"1";1;3;2;1;1
"807";"S026";"I21b";"1";2;3;3;2;2
"808";"S026";"I22a";"1";2;4;3;3;2
"809";"S026";"I22b";"1";2;3;3;3;1
"810";"S026";"I2N";"1";1.5;3.5;3;2;2
"811";"S026";"I31a";"1";2;2;2;2;1
"812";"S026";"I31b";"1";1;4;1;1;1
"813";"S026";"I32a";"1";3;4;4;3;2
"814";"S026";"I32b";"1";2;3;3;2;2
"815";"S026";"I3N";"1";2.5;3.5;3;2.5;2.5
"816";"S026";"I41a";"1";1;3;1;1;1
"817";"S026";"I41b";"1";1;2;1;1;1
"818";"S026";"I42a";"1";4;5;4;4;4
"819";"S026";"I42b";"1";3;3;4;3;3
"820";"S026";"I4N";"1";1;2.5;2;1;2
"821";"S026";"O1";"1";1;3;1;1;1
"822";"S026";"O10";"1";5;4;5;5;5
"823";"S026";"O11";"1";3;3;3;2;2
"824";"S026";"O12";"1";2;3;3;2;2
"825";"S026";"O2";"1";4;3;4;4;4
"826";"S026";"O3";"1";1;3;5;5;4
"827";"S026";"O4";"1";1;2;2;1;1
"828";"S026";"O5";"1";3;3;3;3;3
"829";"S026";"O6";"1";3;3;3;2;3
"830";"S026";"O7";"1";5;4;5;5;5
"831";"S026";"O8";"1";4;5;5;5;4
"832";"S026";"O9";"1";1;2;1;1;1
"833";"S027";"I11a";"1";1;1;1;1;1
"834";"S027";"I11b";"1";1;1;1;1;1
"835";"S027";"I12a";"1";5;5;5;3;5
"836";"S027";"I12b";"1";1;1;3;1;1
"837";"S027";"I1N";"1";1;4;4;1;2.5
"838";"S027";"I21a";"1";1;1;2;1;1
"839";"S027";"I21b";"1";1;2;4;1;2
"840";"S027";"I22a";"1";5;5;5;4;5
"841";"S027";"I22b";"1";4;2;5;4;5
"842";"S027";"I2N";"1";4;5;5;4;5
"843";"S027";"I31a";"1";1;3;2;1;2
"844";"S027";"I31b";"1";1;2;2;1;1
"845";"S027";"I32a";"1";4;5;5;5;5
"846";"S027";"I32b";"1";3;4;5;3;4
"847";"S027";"I3N";"1";4;5;5;4.5;5
"848";"S027";"I41a";"1";1;3;1;1;1
"849";"S027";"I41b";"1";1;2;2;1;1
"850";"S027";"I42a";"1";4;4;4;3;4
"851";"S027";"I42b";"1";3;4;5;3;4
"852";"S027";"I4N";"1";2;3.5;3.5;2;2
"853";"S027";"O1";"1";4;4;4;3;4
"854";"S027";"O10";"1";5;4;5;5;5
"855";"S027";"O11";"1";1;3;2;1;2
"856";"S027";"O12";"1";1;2;2;1;1
"857";"S027";"O2";"1";4;4;4;3;4
"858";"S027";"O3";"1";5;5;5;5;5
"859";"S027";"O4";"1";4;4;4;1;3
"860";"S027";"O5";"1";5;4;5;3;5
"861";"S027";"O6";"1";2;3;3;2;3
"862";"S027";"O7";"1";5;4;5;4;5
"863";"S027";"O8";"1";4;4;4;4;1
"864";"S027";"O9";"1";1;1;1;1;1
"865";"S028";"I11a";"1";1;1;1;1;1
"866";"S028";"I11b";"1";1;1;1;1;1
"867";"S028";"I12a";"1";3;4;4;5;5
"868";"S028";"I12b";"1";2;2;2;3;2
"869";"S028";"I1N";"1";2;3;3;2;4
"870";"S028";"I21a";"1";1;1;1;1;1
"871";"S028";"I21b";"1";1;1;1;1;1
"872";"S028";"I22a";"1";2;2;4;4;4
"873";"S028";"I22b";"1";3;3;5;4;5
"874";"S028";"I2N";"1";2;1.5;3;2;3
"875";"S028";"I31a";"1";1;1;1;1;1
"876";"S028";"I31b";"1";1;1;1;1;1
"877";"S028";"I32a";"1";2;5;3;3;2
"878";"S028";"I32b";"1";3;4;4;3;3
"879";"S028";"I3N";"1";2;3.5;3.5;2.5;3.5
"880";"S028";"I41a";"1";1;1;1;1;1
"881";"S028";"I41b";"1";2;1;1;1;2
"882";"S028";"I42a";"1";2;3;3;4;4
"883";"S028";"I42b";"1";2;2;1;1;1
"884";"S028";"I4N";"1";2;2;3;2;2
"885";"S028";"O1";"1";2;1;3;2;3
"886";"S028";"O10";"1";3;4;5;5;5
"887";"S028";"O11";"1";2;1;3;2;3
"888";"S028";"O12";"1";2;3;4;3;3
"889";"S028";"O2";"1";4;3;5;3;4
"890";"S028";"O3";"1";2;4;5;4;4
"891";"S028";"O4";"1";1;1;1;1;1
"892";"S028";"O5";"1";1;1;2;1;2
"893";"S028";"O6";"1";2;1;2;1;2
"894";"S028";"O7";"1";3;4;5;4;5
"895";"S028";"O8";"1";3;2;4;3;3
"896";"S028";"O9";"1";1;1;1;1;2
"897";"S029";"I11a";"1";1;3;2;1;2
"898";"S029";"I11b";"1";1;1;2;1;1
"899";"S029";"I12a";"1";2;4;5;2;4
"900";"S029";"I12b";"1";1;3;4;2;4
"901";"S029";"I1N";"1";1;4;2.5;1;1.5
"902";"S029";"I21a";"1";2;1;3;2;1
"903";"S029";"I21b";"1";2;2;3;1;1
"904";"S029";"I22a";"1";2;4;4;4;2
"905";"S029";"I22b";"1";2;3;4;4;4
"906";"S029";"I2N";"1";2;3;4;4;2.5
"907";"S029";"I31a";"1";2;2;3;2;1
"908";"S029";"I31b";"1";2;2;4;3;1
"909";"S029";"I32a";"1";3;4;5;4;4
"910";"S029";"I32b";"1";4;4;5;4;4
"911";"S029";"I3N";"1";3;4;4.5;4.5;3
"912";"S029";"I41a";"1";1;2;1;1;1
"913";"S029";"I41b";"1";1;2;2;2;1
"914";"S029";"I42a";"1";2;3;4;3;3
"915";"S029";"I42b";"1";3;4;5;5;2
"916";"S029";"I4N";"1";2;3;3.5;2;2.5
"917";"S029";"O1";"1";2;4;4;2;4
"918";"S029";"O10";"1";3;4;5;5;4
"919";"S029";"O11";"1";2;3;4;5;1
"920";"S029";"O12";"1";4;1;3;2;2
"921";"S029";"O2";"1";4;3;4;4;1
"922";"S029";"O3";"1";3;4;5;5;4
"923";"S029";"O4";"1";4;3;4;1;3
"924";"S029";"O5";"1";4;2;3;2;2
"925";"S029";"O6";"1";2;4;4;4;3
"926";"S029";"O7";"1";4;1;4;2;3
"927";"S029";"O8";"1";2;4;5;5;2
"928";"S029";"O9";"1";1;2;1;1;1
"929";"S030";"I11a";"1";1;1;1;1;1
"930";"S030";"I11b";"1";1;1;1;1;1
"931";"S030";"I12a";"1";5;5;5;5;5
"932";"S030";"I12b";"1";1;1;2;1;1
"933";"S030";"I1N";"1";4;5;4;4;4
"934";"S030";"I21a";"1";1;1;1;1;1
"935";"S030";"I21b";"1";1;1;1;1;1
"936";"S030";"I22a";"1";5;5;5;5;5
"937";"S030";"I22b";"1";3;3;3;3;3
"938";"S030";"I2N";"1";1.5;1.5;1.5;1.5;1.5
"939";"S030";"I31a";"1";1;1;1;1;1
"940";"S030";"I31b";"1";1;1;1;1;1
"941";"S030";"I32a";"1";5;5;5;5;5
"942";"S030";"I32b";"1";4;5;5;4;5
"943";"S030";"I3N";"1";5;5;5;5;5
"944";"S030";"I41a";"1";1;1;1;1;1
"945";"S030";"I41b";"1";1;1;1;1;1
"946";"S030";"I42a";"1";3;3;4;2;2
"947";"S030";"I42b";"1";4;4;4;4;4
"948";"S030";"I4N";"1";2;2.5;2;2;2
"949";"S030";"O1";"1";5;5;5;5;5
"950";"S030";"O10";"1";4;4;4;4;4
"951";"S030";"O11";"1";1;2;2;2;2
"952";"S030";"O12";"1";3;2;3;3;3
"953";"S030";"O2";"1";2;2;2;2;2
"954";"S030";"O3";"1";5;5;5;5;5
"955";"S030";"O4";"1";3;4;4;4;4
"956";"S030";"O5";"1";3;4;3;3;3
"957";"S030";"O6";"1";1;1;1;1;1
"958";"S030";"O7";"1";5;5;5;5;5
"959";"S030";"O8";"1";4;5;5;4;3
"960";"S030";"O9";"1";1;1;1;1;1
"961";"S031";"I11a";"1";1;1;1;1;1
"962";"S031";"I11b";"1";1;1;1;1;1
"963";"S031";"I12a";"1";1;3;5;1;5
"964";"S031";"I12b";"1";1;1;2;1;1
"965";"S031";"I1N";"1";1;5;5;1;5
"966";"S031";"I21a";"1";1;1;1;1;1
"967";"S031";"I21b";"1";1;1;1;1;1
"968";"S031";"I22a";"1";1;1;2;1;1
"969";"S031";"I22b";"1";1;1;2;1;1
"970";"S031";"I2N";"1";1;1;1.5;1;1
"971";"S031";"I31a";"1";1;1;1;1;1
"972";"S031";"I31b";"1";1;1;1;1;1
"973";"S031";"I32a";"1";1;1;1;1;1
"974";"S031";"I32b";"1";1;1;1;1;1
"975";"S031";"I3N";"1";1;1.5;2;1;3
"976";"S031";"I41a";"1";1;1;1;1;1
"977";"S031";"I41b";"1";1;1;1;1;1
"978";"S031";"I42a";"1";1;1;5;1;3
"979";"S031";"I42b";"1";4;1;4;1;2
"980";"S031";"I4N";"1";2;4.5;5;1;4
"981";"S031";"O1";"1";1;2;3;1;2
"982";"S031";"O10";"1";5;4;5;1;5
"983";"S031";"O11";"1";1;1;3;1;1
"984";"S031";"O12";"1";1;3;5;4;5
"985";"S031";"O2";"1";4;3;5;1;3
"986";"S031";"O3";"1";1;2;4;3;3
"987";"S031";"O4";"1";1;1;1;1;1
"988";"S031";"O5";"1";1;3;4;3;4
"989";"S031";"O6";"1";1;5;5;3;5
"990";"S031";"O7";"1";4;3;5;1;3
"991";"S031";"O8";"1";1;5;5;5;1
"992";"S031";"O9";"1";1;2;2;1;3
"993";"S032";"I11a";"1";1;1;1;1;1
"994";"S032";"I11b";"1";1;1;1;1;1
"995";"S032";"I12a";"1";1;5;5;5;5
"996";"S032";"I12b";"1";2;1;3;1;2
"997";"S032";"I1N";"1";2;5;5;5;5
"998";"S032";"I21a";"1";1;1;1;1;1
"999";"S032";"I21b";"1";1;1;1;1;1
"1000";"S032";"I22a";"1";4;4;4;4;2
"1001";"S032";"I22b";"1";4;3;4;4;4
"1002";"S032";"I2N";"1";3.5;4;3.5;2.5;2
"1003";"S032";"I31a";"1";1;3;1;2;2
"1004";"S032";"I31b";"1";1;2;1;1;1
"1005";"S032";"I32a";"1";1;3;5;5;5
"1006";"S032";"I32b";"1";2;3;5;5;5
"1007";"S032";"I3N";"1";2.5;4;4;4;4.5
"1008";"S032";"I41a";"1";1;1;1;1;1
"1009";"S032";"I41b";"1";1;1;2;1;1
"1010";"S032";"I42a";"1";4;4;5;4;5
"1011";"S032";"I42b";"1";1;1;2;2;1
"1012";"S032";"I4N";"1";4;3.5;4.5;4;4.5
"1013";"S032";"O1";"1";4;2;3;4;4
"1014";"S032";"O10";"1";4;5;5;5;5
"1015";"S032";"O11";"1";3;2;5;4;4
"1016";"S032";"O12";"1";3;2;3;3;2
"1017";"S032";"O2";"1";2;3;5;5;5
"1018";"S032";"O3";"1";3;3;5;5;4
"1019";"S032";"O4";"1";2;2;2;2;2
"1020";"S032";"O5";"1";4;3;5;4;5
"1021";"S032";"O6";"1";1;1;1;1;1
"1022";"S032";"O7";"1";5;5;5;5;5
"1023";"S032";"O8";"1";3;4;4;4;4
"1024";"S032";"O9";"1";1;1;1;1;1
"1025";"S033";"I11a";"1";1;1;1;1;1
"1026";"S033";"I11b";"1";1;1;1;1;1
"1027";"S033";"I12a";"1";4;5;5;4;5
"1028";"S033";"I12b";"1";2;1;2;2;2
"1029";"S033";"I1N";"1";3;5;4.5;3.5;4.5
"1030";"S033";"I21a";"1";2;3;2;2;2
"1031";"S033";"I21b";"1";1;1;1;1;1
"1032";"S033";"I22a";"1";2;2;2;2;2
"1033";"S033";"I22b";"1";2;2;2;2;2
"1034";"S033";"I2N";"1";2.5;3.5;3;3;3
"1035";"S033";"I31a";"1";1;1;1;1;1
"1036";"S033";"I31b";"1";1;1;1;1;1
"1037";"S033";"I32a";"1";3;3;4;4;4
"1038";"S033";"I32b";"1";3;3;5;4;5
"1039";"S033";"I3N";"1";3;4;4;3.5;4
"1040";"S033";"I41a";"1";1;1;1;1;1
"1041";"S033";"I41b";"1";1;1;1;1;1
"1042";"S033";"I42a";"1";4;4;4;3;4
"1043";"S033";"I42b";"1";3;4;4;4;4
"1044";"S033";"I4N";"1";2;3;2.5;2;2
"1045";"S033";"O1";"1";1;1;1;1;1
"1046";"S033";"O10";"1";4;3;3;3;3
"1047";"S033";"O11";"1";2;2;2;2;2
"1048";"S033";"O12";"1";1;1;1;1;1
"1049";"S033";"O2";"1";2;3;2;2;2
"1050";"S033";"O3";"1";3;3;5;4;5
"1051";"S033";"O4";"1";1;1;1;1;1
"1052";"S033";"O5";"1";3;4;4;3;4
"1053";"S033";"O6";"1";1;1;1;1;1
"1054";"S033";"O7";"1";4;4;4;4;4
"1055";"S033";"O8";"1";4;4;5;5;5
"1056";"S033";"O9";"1";1;1;1;1;1
"1057";"S034";"I11a";"1";3;2;1;1;1
"1058";"S034";"I11b";"1";5;1;1;1;1
"1059";"S034";"I12a";"1";1;5;5;3;4
"1060";"S034";"I12b";"1";5;1;2;1;1
"1061";"S034";"I1N";"1";1;5;5;3.5;2.5
"1062";"S034";"I21a";"1";2;2;2;1;1
"1063";"S034";"I21b";"1";4;3;4;3;3
"1064";"S034";"I22a";"1";4;5;5;2;5
"1065";"S034";"I22b";"1";4;5;5;4;5
"1066";"S034";"I2N";"1";2;5;4;5;3.5
"1067";"S034";"I31a";"1";4;5;5;1;5
"1068";"S034";"I31b";"1";1;5;2;1;1
"1069";"S034";"I32a";"1";4;5;5;5;5
"1070";"S034";"I32b";"1";5;5;5;2;5
"1071";"S034";"I3N";"1";4.5;5;5;3;4.5
"1072";"S034";"I41a";"1";2;3;1;2;1
"1073";"S034";"I41b";"1";3;3;1;3;1
"1074";"S034";"I42a";"1";4;5;5;2;3
"1075";"S034";"I42b";"1";4;3;5;5;3
"1076";"S034";"I4N";"1";2;5;5;4;4
"1077";"S034";"O1";"1";3;5;4;1;3
"1078";"S034";"O10";"1";4;2;4;2;5
"1079";"S034";"O11";"1";2;5;3;5;2
"1080";"S034";"O12";"1";1;4;5;3;3
"1081";"S034";"O2";"1";1;4;1;2;1
"1082";"S034";"O3";"1";5;5;5;4;5
"1083";"S034";"O4";"1";2;4;4;2;4
"1084";"S034";"O5";"1";4;5;5;2;3
"1085";"S034";"O6";"1";1;4;3;5;1
"1086";"S034";"O7";"1";5;5;5;1;1
"1087";"S034";"O8";"1";5;5;5;3;4
"1088";"S034";"O9";"1";1;4;4;3;4
"1089";"S035";"I11a";"1";1;1;1;1;1
"1090";"S035";"I11b";"1";1;1;1;1;1
"1091";"S035";"I12a";"1";5;5;5;5;5
"1092";"S035";"I12b";"1";1;1;1;1;1
"1093";"S035";"I1N";"1";5;5;5;5;5
"1094";"S035";"I21a";"1";1;1;1;1;1
"1095";"S035";"I21b";"1";1;1;1;1;1
"1096";"S035";"I22a";"1";1;1;1;1;1
"1097";"S035";"I22b";"1";1;1;1;1;1
"1098";"S035";"I2N";"1";1;1;1;1;1
"1099";"S035";"I31a";"1";3;4;4;4;3
"1100";"S035";"I31b";"1";3;4;4;4;4
"1101";"S035";"I32a";"1";3;5;5;5;5
"1102";"S035";"I32b";"1";4;4;5;4;5
"1103";"S035";"I3N";"1";3;5;5;5;5
"1104";"S035";"I41a";"1";1;1;1;1;1
"1105";"S035";"I41b";"1";1;1;2;1;1
"1106";"S035";"I42a";"1";4;5;5;3;3
"1107";"S035";"I42b";"1";2;3;5;4;4
